,tweet,label,translated
543,"이분 연공으로 만낫음
물론.. 내 트친의 8할이 연공으로 만낫긴한데 프사꽤웃겨요..부담스러운편",0,"I met this person through practice.
Of course.. I met 80% of my Twitter friends through practice, but the profile picture is quite funny.. It’s burdensome."
544,엣헴•'-'•) 주말에도 #홍영표 는 달립니다! 문재인 대통령의 주요 정책 중 하나인 지방 균형발전을 위해 더불어민주당에서 맡은 중책을 책임있게! 한 걸음! 한 걸음! https://t.co/QlKlChiAuA,1,"Ahem•'-'•) #HongYoungPyo runs even on weekends! The Democratic Party of Korea must take responsibility for its important responsibility for balanced local development, one of President Moon Jae-in's major policies! One step! One step! https://t.co/QlKlChiAuA"
545,"⛄
나의 고통이 있는 곳에
내가 숨 쉬게 하소서

My everythin’
My blood and tears
Got no fears

-ON-🎋

#AlwaysWithBTS 
#BTS  #방탄소년단   
@BTS_twt",1,"⛄
where my pain is
let me breathe

My everythin’
My blood and tears
Got no fears

-ON-🎋

#AlwaysWithBTS 
#BTS #BTS   
@BTS_twt"
546,쫀아!,0,Jjonaa!
547,(죽은척! 놀이),1,(Pretend to be dead! Play)
548,특히 지향컾링에 sl 적혀있으면 멘탈이 울어요 진짜 슬프다..,1,"Especially when sl is written on the direction chart, my mind cries. It's really sad."
549,"옆집에 살고계시는 남성분...벽을 막 두드리는데...?
그렇다고 둔탁한 소리도 아니고 구슬하고 구슬이 만나면 나는 소리있잖아여...그 소리가 나...
설마 구슬을 던지지 못한 그런 욕망에 의해 괴물이 되어 구슬을 던지시는건가...오...멋져(?)",0,"The man living next door... is knocking on the wall...?
But it's not a dull sound, there's a sound that is made when beads meet... that sound...
Could it be that he turns into a monster and throws marbles because of his desire to not be able to throw marbles... oh... cool(?)"
550,쾌노님 혹xy....싸패다 아시는건가...!!(감격,0,"Mr. Kwae-no, do you know..."
551,ㅠㅜㅠㅠㅠ진짜 비욘드 계기로 스타트렉에 훅 치여서 리부트 극장판 다 정주행하고 디스커버리도 정주행함 어허어엉 스타플릿 넘 조오ㅏ,0,"ㅠㅜㅠㅠㅠI was really hooked on Star Trek thanks to Beyond, so I binge-watched the reboot movie version and also binge-watched Discovery. Ugh, Starfleet is so cool."
552,9.현재 원래 살던 집으로 돌아가고 싶지만 이쪽에서 원래 세계로 가는 차원의 틈은 너무 불안정해서 아직 어린 향이에겐 위험해서 좀더 큰 뒤에야 돌아갈수있다고,1,"9. Currently, I want to return to my original home, but the dimensional gap from this side to the original world is too unstable and dangerous for young Hyang-i, so I can only return when I am older."
553,"옛날에 각잡고 그린거   /    방금 그림 연습용으로 빠르게 그린거

늘은건가...? https://t.co/R6yKlAEdoL",0,"A drawing I made a long time ago / A quick drawing I just made for drawing practice.

Has it increased...? https://t.co/R6yKlAEdoL"
554,우리 트친된지는 꽤 됬는데 교류도 별루 못햇구 겜도 같이 못해본거같애요 슬퍼.... 우리 언제 한번 챔피언 먹으러 가자구요~,1,"We've been friends for a while, but we haven't really interacted much and I don't think we've even played games together. It's sad... Let's go eat a champion sometime~"
555,잠이 안옴 핸드폰 내려놓으면 잘 수 있을 것 같은데 그러긴 싫음,0,"I can't sleep. I think I can sleep if I put my phone down, but I don't want to do that."
556,초록덕후가 숨멎어죽은 트윗입니다. https://t.co/A46v4OI5CM,1,This is a tweet that took the green fanatic’s breath away. https://t.co/A46v4OI5CM
557,"좋은 스승 외에 드럽고 저열한 시니어 감독자 몇이 나를 더 좋은 선생이 되게 자극을 주었다.

저 산을 넘자. 포기 말자. 저 인간보다 인간답자. 감정 붙여 괴물이 되지말자 다짐했다. 후배/낮은 지위에 있는 약자나 필요의 방을 원하는 사람에게 도움 주고 눈높이를 맞추며 그 어둠을 반면교사 삼았다",1,"In addition to good teachers, there were some nasty and mean senior supervisors who inspired me to become a better teacher.

Let's climb that mountain. Let's not give up. Be more human than that human. I promised myself not to become a monster with my emotions. I helped juniors/low-status people or people who needed help, adjusted their level of understanding, and turned that darkness into a teacher."
558,"#제목끝에니를죽일끼다를붙으면웃긴챌린지
전자오락수호대, 니를 죽일끼다

이거 그냥 가네글자 작가님의 전오수 그리는 마음가짐 아님? https://t.co/xt9DtvyuNU",1,"#If you add 'I'm going to kill you' at the end of the title, it's a funny challenge
Electronic game guardians, I'm going to kill you

Isn't this just the mindset of the author of 'Ganeulja' drawing Jeon Oh-soo? https://t.co/xt9DtvyuNU"
559,"사실은 죽고 싶지 않았어. 차라리 죽는 게 나을 정도의 고통만이 비웃었지만, 그럼에도 차라리... 나의 능력을 깨우치고서는 그 고통을 평생 모른 채 살고 싶었어.",1,"Actually, I didn't want to die. I only laughed at the pain that made it better to die, but even so... after realizing my ability, I wanted to live my whole life without knowing that pain."
560,님을 향한 제 사랑으로 생각해주시면 될 것 같아요 https://t.co/prgtvoOKwm,0,I think you can think of it as my love for you https://t.co/prgtvoOKwm
561,21.조금 작은편? 그래서 항상 소리지르면서 다녀요!!!!!!!!!,0,21. A little small? That's why I always go around screaming!!!!!!!!!!
562,"아악 폰내야되 내주말 돌려줘요ㅠㅠ
모두잘자요~좋은꿈꾸세요~",0,"Aaah, I have to give up my phone. Give me back my weekend.ㅠㅠ
Good night everyone~ Have a nice dream~"
563,토빗... 너의 정체... 개무섭지만.... 밝혀내고야 말겠어.... 몰라서 좋은 것도 있겠지만.... 개무섭지만.... https://t.co/xS5cXtMSPD,0,Tobit... your identity... it's scary... but I have to find out... There may be good things about not knowing... but it's scary... https://t.co/xS5cXtMSPD
564,"현실과 미래가 암울해서 뭔가 기대와 희망을 갖고 싶은데 보수당은 딴나라 인간들 같고 못미덥지만 우리사정 알아주겠지 하고 진보쪽에 투표하나 실제는 악화된현실에 절망, 이게 무주택자와 서민들 문통과 민주당지지자들의 슬픈 딜레마다. 그리고 이 심리 악용하고있는 그놈들 진정한 악인들이지.",1,"The reality and future are bleak, so I want to have some expectations and hope, but the Conservatives are like people from another country and are unsatisfactory, but I vote for the progressives, thinking that they will understand our situation, but in reality, I despair at the worsening reality. This is the sad dilemma of the homeless and ordinary people, the educated people, and the Democratic Party supporters. all. And those who are abusing this psychology are the true evildoers."
565,오후님이 같이드셔줄건가봐,0,I wonder if Ohu would like to eat together.
566,쿠냐 웃을때마다 자살하고십음,1,"Every time I laugh, I commit suicide."
567,근데 생각보다 무선이가 죽은 후에 좋아하는걸 깨달았다고 주장하는 사람들이 많은데 그 사람들이 이렇게 주장하는 근거로 무선이가 헌사당하고 나서의 망기의 태도변화를 제일 많이 내놓는데 난 그 이유를 이렇게 해석함,1,"However, there are more people than you think who claim that they realized what they liked after Mu-Yo-i died. The most common basis for their claim is Mangi's change in attitude after Mu-Yo-i was paid tribute, and I interpret the reason as follows."
568,프로포즈? https://t.co/l8ZbOc9t0e,0,Propose? https://t.co/l8ZbOc9t0e
569,덕질 때문에 고통스러울 때가 압도적으로 더 많지 않나. 쾌감은 잠시뿐. https://t.co/auRRznkW7k,1,Aren’t there overwhelmingly more painful times because of virtue? The pleasure is only temporary. https://t.co/auRRznkW7k
570,"오늘 트러스트로 노르브란트 막넴에서 1인칭으로 싸워봤다

몹이 너무 커서 허벅지밖에 안 보였으며 무슨 기믹이 날아오는지 (셰어,단일) 파악하기가 너무 힘들었다.
조금만 실수해도 죽을 수 있었기에 전투하는 내내 너무 무서웠다.

빛전도 이런데 평범한 모험가들은 얼마나 무서웠을까",1,"Today I fought in first person in Norbrand Maknem with Trust.

The mob was so big that only the thighs were visible, and it was very difficult to figure out what gimmick was coming (Share, Single).
He was so scared throughout the battle because even the slightest mistake could result in his death.

Light transmission is like this, so how scared would ordinary adventurers be?"
571,우리집 이쁜이 ♡ https://t.co/tffaRJ3yRT,0,The pretty girl in my house ♡ https://t.co/tffaRJ3yRT
572,"와! 소다님의 트친소 (~˘▾˘)~
흔치 않은 기회입니다! https://t.co/u5LB15qKGH",0,"and! Soda’s Twitter feed (~˘▾˘)~
This is a rare opportunity! https://t.co/u5LB15qKGH"
573,"일욕심은 황제
결혼하면 죽는다고 생각하는 사람 

정국아💜
누나 이거보고 참 흐뭇하더라 😚😚😚
#정국 #JUNGKOOK @BTS_twt

풀영상👉 https://t.co/CPrPD2YSBw https://t.co/0Fp4YcW4KO",1,"Greed is emperor
People who think they die when they get married 

Jungkook💜
My sister was so happy when she saw this 😚😚😚
#JUNGKOOK #JUNGKOOK @BTS_twt

Full video👉 https://t.co/CPrPD2YSBw https://t.co/0Fp4YcW4KO"
574,"평소엔,, 피로에 찌들어서 그런게 아닐까..
나도 출근할땐 세상 우울한 얼굴이ㅏㅁ",1,"Usually, I think it's because I'm tired.
When I go to work, I have the gloomiest face in the world."
575,음...,0,hmm...
576,"진격거 엘빈 만쥬 구매합니다ㅠ
멘션주시고 디엠 부탁드립니다!! @Attack_on_trade @takumart_kr https://t.co/4IkJzr0geX",0,"I'm buying Attack on Titan Ervin Manjuㅠ
Please mention and DM me!! @Attack_on_trade @takumart_kr https://t.co/4IkJzr0geX"
577,"""난 3만큼 기쁘다가, 19만큼 화가 나서 이제는 32만큼 우울해졌어""라고 이야기 할 수 있다면, 우리는 서로를 조금 더 이해하게 될까? https://t.co/kxW55nZylL",1,"If we could say, “I was happy by a 3, then angry by a 19, and now I’m depressed by a 32,” would we understand each other a little better? https://t.co/kxW55nZylL"
578,허걱 미루 트친소~~~?!? 와 지금 당장 달려 가야겠죠?!?! 이거 안하시면 손해보시는 건데 제가 착해서 알려드립니다ㅡㅡ https://t.co/m2qlYc7Vtf,0,"Wow, I’m putting it off~~~?!? Wow, should we run right now?!?! If you don't do this, you'll be losing money, but I'm being kind so I'll let you knowㅡㅡ https://t.co/m2qlYc7Vtf"
579,탐라무슨일,0,What happened to Tamra?
580,나 사무실에서 발리 asmr 틀고 혼자 쉬는중. 꺼져라 책 읽다가 퇴근할거야,0,"I'm playing Bali ASMR in my office and resting alone. Go away, I'm going to read a book and then get off work."
581,서강우 이런말투 진짜진짜 조음 https://t.co/TZa3EpkgY8,0,"Seo Kang-woo's speech is really, really, really articulate https://t.co/TZa3EpkgY8"
582,약간 죽을것같고 그런거죠...한건 없는데 11시부터 노트북만 보고있으니 그렇죠 뭐 글쓰다가 2시부터는 영화봤지만,1,"I feel like I'm dying a little, or something like that... I haven't done anything, but I've been looking at my laptop since 11 o'clock, so I was writing and watching a movie from 2 o'clock."
583,오늘 육수 소진됐다고 안판댜 ㅠㅠㅠㅠㅠ아 슬퍼 한그릇 말고 잘라 했는데,1,I didn't realize that I had run out of broth today ㅠㅠㅠㅠㅠ I was sad and decided to cut it instead of just having one bowl.
584,"어쨌든 만약 나때문에 상처받은사람이나 나랑 싸웠던 사람들한테 기회만 된다면 사과하고싶지만, 그 사과가 그 분들의 평안을 깨뜨릴수도있어서 그냥.. 그 분들이 먼저 사과요청하면 당연히 진심도 들어가는 사과 해줄거다 

어쨌든, 나는 현타가 오면서 스스로 자기반성하게된다",1,"Anyway, if I get the chance, I would like to apologize to the people who were hurt because of me or the people I fought with, but that apology could shatter their peace, so I just... If those people ask for an apology first, I will of course give a sincere apology. 

Anyway, as Hyeonta comes, I begin to reflect on myself."
585,"[#코로나19] 
수도권은 2.5단계에서 2단계로, 
비수도권은 2단계에서 1.5단계로 조정됩니다.
이 조치는 2월 15일 월요일부터 
2월 28일 일요일까지 2주간 유지됩니다.

정부는 중앙정부와 지자체가 협력하여 3차 유행을 최대한 빨리 안정화 시킬 수 있도록 총력을 다하겠습니다. 

#사회적거리두기조정 https://t.co/5xwqot548H",1,"[#covid-19] 
The metropolitan area went from level 2.5 to level 2, 
Non-metropolitan areas will be adjusted from level 2 to level 1.5.
This measure takes effect from Monday 15 February 
It will last for two weeks until Sunday, February 28th.

The government will do its best to stabilize the third wave of the epidemic as quickly as possible through cooperation between the central government and local governments. 

#SocialDistancingAdjustment https://t.co/5xwqot548H"
586,슨배림이랑 협라뛰고 왓지,0,I went on a run with Seonbae-rim.
587,"내가 아무리 좋아해봤자 뭐하겠어요. 상대방은 날 좋아하지 않는게 눈에 보이는데 좋아하는건 스스로 힘든 길을 선택하는 거 잖아요. 상처 받기 싫어요. 그래서 그만하려구요, 널 좋아하는 일. 

그래도 내가 생각난다면, 내가 좋다면 먼저 말해주길 바래요. 나는 사랑에 고픈 18살 소년이거든요. https://t.co/vpx1Q66xIi",1,"No matter how much I like it, what can I do? I can see that the other person doesn't like me, but liking me means choosing a difficult path for myself. I don't want to get hurt. So I'm going to stop liking you. 

Still, if you think of me, if you like me, please tell me first. I am an 18-year-old boy who is hungry for love. https://t.co/vpx1Q66xIi"
588,"울산가는 KTX를 찾는 외국인을 봤다.

영어가 되니까 도와주고 싶었고, 마침 같은 방향이라 도와주었다.

영어를 할 수 있어서 다행이었지.

그리고 그 사람은 한국인에게 좋은 인상을 받았기를.",0,"Ulsan Street saw foreigners looking for KTX.

I wanted to help him because he spoke English, and since we were in the same direction, I helped him.

I was lucky that I could speak English.

And I hope that person made a good impression on Koreans."
589,"노바라는 등장부터 사오리 얘기하더니.. 죽기 직전 마지막으로 하는 말이 사오리를 만나고 싶었는데,에다가 “어쩌면 마주칠지 모른다”라는 생각으로 도쿄 상경(에 꽤 영향을 끼친..이지만) 하.. 이렇게까지 연상의 첫사랑을 잊지 못한 채 살아가는 여성애자 냄새 폴폴 풍길 일?",1,"From the moment Nova appeared, he talked about Saori... and the last thing he said before he died was that he wanted to meet Saori, and on top of that, he came up to Tokyo with the thought that ""we might run into each other"" (which had quite an impact on him... but)... Is it really possible for him to live like this, reeking of a womanizer who can't forget his older first love?"
590,죽는 걸까.. 그랬으면 좋겠네 https://t.co/D0Iksdy7zt,1,Am I going to die.. I hope so https://t.co/D0Iksdy7zt
591,"행위 선택능력 또는 정신적 억제력이 현저히 저하된 상태에서 자살에 이르렀고""라고 명시했습니다.

간호사가 환자를 간호할 때 대충이란 것이 없듯, 병원도 분명 간호사에 대한 보호 의무를 다해야 하는 것은 상식이 아니었던가요?",1,"“He committed suicide while his ability to choose actions or his mental inhibitions were significantly reduced.”

Just as nurses do not cut corners when caring for patients, wasn't it common sense that hospitals must fulfill their duty to protect nurses?"
592,얘들아 지금 내 통장잔고 187원이라고 말했었나..? ㅎㅎㅎ 그냥 죽을래,1,"Guys, did I tell you that my bank account balance is now 187 won..? Hahaha I just want to die"
593,오빠 나 kijul햇음. https://t.co/plN7E86qCd,0,"Oppa, I was kijul. https://t.co/plN7E86qCd"
594,일단 도리 집중하는 입 또 나올 것 같음 https://t.co/XXyH1MIvxm,1,"First of all, it seems like there will be another mouth that focuses on duty https://t.co/XXyH1MIvxm"
595,벌써 한시임 피곤해 잘래.. 안녕!!,1,It’s already one o’clock. I’m tired. I’m going to sleep.. Bye!!
596,"데바데 레전드 ㅋㅋㅋ
하도 포럼에 개지랄하니까 
학지운 스토리 피해자가 she에서 he로 바뀜",0,"Devade legend lol
Because I'm so annoyed by the forum
The victim of the Hakjiwoon story changed from she to he"
597,"#사전투표함 바꿔치기?딱 걸렸어 봉인지 싸인한 사람 본인 필체가 아니야 개표소 에서 항의
https://t.co/3bZhECR8Hn",0,#Switching early ballot boxes? Got caught. The person who signed the seal wasn't the person's own handwriting. Protest at the counting station. https://t.co/3bZhECR8Hn
598,퇴트합니다!! 쫀밤!!!,0,I'm quitting!! Jjonbam!!!
599,유곡커 2기를 끝으로 커뮤 안 뛸까 했는데 죽고 이러는 게 너무 재밌다. 어쩌지...,1,"I thought I wouldn't be active in the community after the 2nd season of Yugokker, but it's so much fun to die and do this. What should I do..."
600,🍰 맛있는 저녁식사 하셨나요?,0,🍰 Did you have a delicious dinner?
601,스벅 좋아하지만 스벅 아아나 오늘의커피 너무 노맛이라 보통 스벅 가면 달달한걸 시킴...,0,"I like Starbucks, but Starbucks' coffee of the day is so bland that I usually order something sweet when I go to Starbucks..."
602,"#철도경수 지사님^^
얼마전 #문재인 대통령께서도 
#철도 대전환 뉴딜 추진 선언!

필요한 에너지는 기존 철도 1/3 수준으로 줄어들고 태양전지를 달게 되면 그 에너지도 활용할 수 있다.

#미래_친환경_모빌리티 #하이퍼튜브
#김경수 #균형발전뉴딜 
#공간압축 #메가시티

https://t.co/lL3JjUMIOU",1,"#Railroad Governor Gyeongsoo^^
Not long ago, President Moon Jae-in also 
#Declaration of the New Deal for Great Transformation in Railways!

The energy required is reduced to 1/3 of the existing railway, and if solar cells are installed, that energy can also be utilized.

#Future_Eco_Friendly_Mobility #HyperTube
#Kim Kyung-soo #Balanced Development New Deal 
#Space Compression #Mega City

https://t.co/lL3JjUMIOU"
603,안정된 직장은 없지만 즐겁게 사는 내 최애 타이치야 잘 지내니 얼굴 비춰주라 보고싶다 너 뭐하고 사는지 궁금하다.... 뭐 하면서 즐거운지 알고 싶다고...,1,"My favorite Taichi, who doesn't have a stable job but is living happily. How are you doing? Please show your face. I miss you. I'm curious about what you do for a living... I want to know what you enjoy doing..."
604,"코로나 대응을 정부가 잘 못한다고 하는 지인들에게 물었다. 왜 못한다고 생각해? 궁금해서 그래. 백이면 백 썩어빠진 언론 헤드라인 그대로 얘기하더라 백신 확보를 제대로 못했다, 3단계 격상 하던 안 하던 자영업자 다 죽는데 왜 안올리냐 - 다른 나라 상황 얘기하면 아몰랑 정부 잘못이야 ~~",1,"I asked my acquaintances who say the government is not responding well to the coronavirus. Why do you think you can't do it? I'm curious. They said the same thing as the rotten media headlines, they failed to properly secure the vaccine, all self-employed people are dying whether they upgraded to level 3 or not, so why not raise it? - If you talk about the situation in other countries, it's the government's fault."
605,죽고싶다 죽고싶다 죽고싶다 죽고싶다 죽고싶다 죽고싶다 죽고싶다 죽고싶다,1,I want to die I want to die I want to die I want to die I want to die I want to die I want to die
606,"""마린아, 긍정적으로 생각해.
물론 누군가의 아픔을 위로로 삼는건 나쁜거지만
너는 적어도 아프리카 아이들처럼 굶어죽지는 않잖아 그치? 그럼 행복한거지, 안그래?""

...그럼 하나만 물을게.
지금도 배를 움켜쥐며 죽어가는 그 아이들은
도대체 누구의 불행을 위로삼아 살아가야 해?",1,"""Marin, think positively.
Of course, it's bad to comfort someone else's pain,
but at least you won't starve to death like the African children, right? Then you'll be happy, right?""

...Then let me ask you one thing.
Those children who are dying clutching their stomachs right now
Who on earth should they comfort themselves by living on?"
607,"과거에 집착하면 우울이 잘 옵니다.
오지 않은 미래에 집착하면 불안이 자주 옵니다.
바꿀 수 없는 것을 통제하려하면 심리적 고통이 붙습니다.

이 순간 현존하기. 지금여기에 마음이 자주 머물면,
이완과 맑음이 오고 많은 부차적 고통이 줄어듭니다.

봄 꽃처럼 싱그럽고 맑아지면 좋겠습니다 https://t.co/7vSsfCGRsZ",1,"Obsessing over the past can easily lead to depression.
Preoccupation with a future that has not yet arrived often leads to anxiety.
Trying to control something you cannot change causes psychological pain.

Be present in this moment. If your mind stays here and now,
There is relaxation and clarity, and many secondary pains are reduced.

I hope it becomes fresh and clear like spring flowers https://t.co/7vSsfCGRsZ"
608,진짜 완전 완전 귀여움 https://t.co/7pMkdctuW4,0,"Really, so, so cute https://t.co/7pMkdctuW4"
609,"...
그래도 자몽이 지금 행복해 하지 않을까요
자기 언니랑 같은 곳에서 같은 방식으로 죽고 같은 인사를 남기고 죽어서 죄책감은 덜고 결국 언니와 만났으니까
.. 넵 https://t.co/3R2LijwySJ",1,"...
But wouldn’t Grapefruit be happy now?
Because she died in the same place and in the same way as her sister and left the same greeting, she felt less guilty and eventually met her sister.
.. Yep https://t.co/3R2LijwySJ"
610,총질좀 하는 찐따가 21세기 북부대공한테 끌려가서 고통받는 스토리가 궁금한사람 파크라이4 잡솨,1,"Anyone who is curious about the story of a gun-toting idiot who is dragged away by the Northern Grand Duke in the 21st century and suffers, Far Cry 4 Miscellaneous"
611,"1. 비아이 미소
2. 비아이 모델
3. 비아이 멋있어 
4. 비아이 메인 댄서 
5. 비아이 많이 보고싶다 

보고싶어 사랑해!",0,"1. B.I Miso
2. BI model
3. B.I is cool 
4. B.I main dancer 
5. I miss B.I a lot 

I miss you and love you!"
612,철인왕후 마지막회구나!,0,It's the last episode of Queen Iron Man!
613,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 사랑해요~! 연성 잘 보고 …
● 고마웠어 또보자!…
● 트친하고시퍼요 슬퍼요…
● We all pretend …
#질문상자 #익명질문모집중

https://t.co/tseqFLorza",1,"We are looking for anonymous questions from everyone!

Recently answered questions
● I love you~! Take a good look at Yeonseong…
● Thank you, see you again!…
● I’m sad and sad…
● We all pretend…
#Question box #Recruiting anonymous questions

https://t.co/tseqFLorza"
614,이건 제목이 너무 눈물버튼이잖아..... https://t.co/2bej0vwtEo,0,This title is so tear-jerking..... https://t.co/2bej0vwtEo
615,모의총공 준비 완료!!!!고고고 https://t.co/2HlZUhvDyL,0,Mock gun battle preparations complete!!!! Go go go https://t.co/2HlZUhvDyL
616,누구한테든 안겨서 울고싶다 펑펑 울고싶다 토닥토닥 받고싶다 연애하고싶다 외롭다 우울하다 시밯,1,"I want to be hugged by someone and cry, I want to cry loudly, I want to be patted, I want to be in a relationship, I am lonely, depressed, and sick."
617,민주당 수준이 딱 김어준임. 김어준이 아직도 팟캐1등.. 슬프다.,1,Kim Eo-jun is just at the level of the Democratic Party. Kim Eo-jun is still number one in podcasting.. It’s sad.
618,허어어엉 앨리스 클로젯 너무너무너무 재밌겠다아아아ㅏ 달빛천사 작가님ㅇ라니이이이 https://t.co/VMg8WNT7xx,0,"Hahaha Alice Closet is so, so, so fun. Moonlight Angel author, Raniiii https://t.co/VMg8WNT7xx"
619,"서로에게 나쁜 감정을 품게 되면 의사결정에 협력하지 않을 뿐만 아니라 의사결정 사항을 실행할 때, 위험 감수(Risk taking)에 대한 두려움도 증가한다. - 크리스 아지리스 (Chris Argyris) 6507174",1,"If people have bad feelings toward each other, not only will they not cooperate in decision-making, but their fear of risk taking will also increase when implementing decisions. - Chris Argyris 6507174"
620,"쿼드 발전 지향 명분으로 미국 편 아닌 편 테두리 놓고 중국을 싫어하는 미국사회를 겨냥한 정치적 꼼수를 한국 일본등 일부 아시아태평양으로까지 확장하는 수준으로 고립 몰락될 수도 있고,  규모논리 기반에서 중국 상대는 미국이 주도하려는 외교논리적 결론도 매우 큰 문제. https://t.co/5PPI86W0OS",1,"In the name of Quad development-oriented, the political trick targeting the American society that hates China by taking a border that is not on the American side may be isolated and destroyed to the extent of expanding to some parts of the Asia-Pacific, such as Korea and Japan, and based on the logic of scale, the Chinese counterpart is trying to lead the United States. The diplomatic logical conclusion is also a very big problem. https://t.co/5PPI86W0OS"
621,양파 https://t.co/EUrJuiMkYn,0,Onion https://t.co/EUrJuiMkYn
622,"스플하루 일과
○ 친구창 열어두고 나와발이하는 트친분 안계시나 잠수타기",0,"Sple's daily routine
○ I leave the Friends window open and go diving to see if my Twitter friend is alive or not."
623,집중을 할수록 손발부터 다리랑 팔이 굳는것처럼 감각이 없어지고 머리가 흔들리는것처럼 살짝 붕 떠서 흔들리는 느낌 들다가 개운하고 몸이 가벼워지는 것 까지는 성공! 조금 더 하면 될 것 같아서 이번에는 더 집중해볼 생각~!,1,"The more you concentrate, the more numb your hands and feet become, as if your legs and arms are stiff, and you feel like your head is shaking slightly, until you feel refreshed and light, until you succeed! I think I can do a little more, so I'm going to focus more this time~!"
624,왤케 불안하게 목 아프고 그르징,1,Why is my neck sore and sore?
625,"콜라보,커미션 맏긴거 빨리 다 나와써으면 좋겠다 기대기대 후욱후욱",0,I hope I can quickly use up all the collaborations and commissions I've been given. I'm looking forward to it.
626,피곤함 맥스,1,tired max
627,아 그리구 자개 오피피는 쫌 드릴수 있으니까 필요하시면 연락 주세요!!😚💜,0,"Oh, and I can give you some mother-of-pearl OPP, so please contact me if you need it!!😚💜"
628,"채원 사랑해
채원 셀카
채원 직캠
채원 윙크
채원 실력
채원 제기차기
채원 인스타
채원 음색
채원 우주를줄게
채원 연말
채원 시상식
채원 아이즈원
채원 톰브라운
채원 에너지캠
채원 프메
채원 포카
채원 민주
채원 사복
채원 레전드
채원 파노라마
채원 푸푸
채원 푸들
1",0,"I love you Chaewon
Chaewon selfie
Chaewon fancam
Chaewon wink
Chaewon's skills
Chaewon Jegichagi
Chaewon's Instagram
Chaewon's voice
Chaewon I will give you the universe
Chaewon year-end
Chaewon Awards Ceremony
Chaewon IZ*ONE
Chaewon Thom Browne
Chaewon Energy Cam
Chaewon PM
Chaewon Poka
Chaewon Minjoo
Chaewon plain clothes
Chaewon Legend
Chaewon Panorama
Chaewon Fufu
Chaewon Poodle
One"
629,아기가 자기 목표로 한국어 빨리 늘리고싶다고 함 지금도 잘해 아가야 이대로 가면 바이링궐 쌉가능이라규 ㅠㅠ,0,"The baby said he wants to improve his Korean quickly as his goal. He's still doing well, baby. If things continue like this, he'll be able to do it. ㅠㅠ"
630,전쟁 PTSD로 정신상태 불안정한 마들으로 적폐와 날조와 캐붕의 연성을 보고 싶다,1,"I want to see corruption, fabrication, and cabal of people with mental instability due to war PTSD."
631,"오늘따라 너무 슬프다
우리 달호만 진짜 아.무.것.도 없어서 눈물이 나려고함
신곡..리얼리티..자컨..화보..그 외 무대 스케줄..
우리 달호 빼고는 다들 뭐라도 하더라고
유닛 어떻게 되는지 알기라도 하면 그나마 나을텐데 확정된 것도 없고
내새끼 이쁘게 웃는 얼굴만 떠올려도 눈물이남ㅠㅠ https://t.co/Jq1BejBqhC",1,"I'm so sad today
I'm about to cry because our Dalho really has nothing.
New song..reality..jacon..pictorial..and other stage schedules..
Everyone except our Dalho said something.
It would be better if we knew what happens to the unit, but nothing is confirmed.
Just thinking about my baby's pretty smiling face brings tears to my eyesㅠㅠ https://t.co/Jq1BejBqhC"
632,"애들 볼까 무섭긴 하죠.

https://t.co/NkFUHq9zT4",0,"I'm scared to see my kids.

https://t.co/NkFUHq9zT4"
633,"즐겁거나 슬픈 건 모두 한순간일 뿐이고, 누구도 미래는 알 수 없는 거지만. 지금 이 순간 만은 겁내거나 두려워해서는 안 돼.",1,"Everything that is happy or sad is just a moment, and no one can know the future. Just for this moment, you shouldn’t be scared or afraid."
634,산소 자캐 첫인상표 해줘~~~ https://t.co/cjrvrdIg8j,0,"Oxygen, please give me a first impression mark~~~ https://t.co/cjrvrdIg8j"
635,아 너무 피곤해,1,Oh I'm so tired
636,"https://t.co/JX9EL7G4IX
이ㅣ것도 로그준거 https://t.co/otiH6YtLsG",0,"https://t.co/JX9EL7G4IX
This is also a log standard https://t.co/otiH6YtLsG"
637,"rㅡㄴ데  힐러 해보니까 재미가 좀.. 없음
힐러는,, 기믹이 너무 쉬움,, 죽으면 안되니까겠지?
그래서 별로 재미가 없음... 그냥 사고 날때랑 광힐 할때만 재밌음 하릴없이 1..1...1..111 ... 2.. 3 (오 신이시여 다른 버튼을 누를수있게 해주셔서 감사합니다).. 1.1.111...",1,"rㅡㄴ but when I tried being a healer, it wasn’t fun..
The healer's gimmick is too easy, because he can't die, right?
So it's not very fun... It's only fun when I'm in a hurry and when I'm in a rush. It's 1..1...1..111...2..3 (Oh God, thank you for letting me press another button) ..1.1.111..."
638,"하 퇴근하고 스트레스 안 받겠지 했는데
엠디 때문에 왕창 받음 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",1,"Ha, I thought I wouldn't be stressed after work.
I received a lot of praise because of MD 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️"
